;ds;SAPRFMADR26;SAPRFMADR20;SAPRFMADR23;SAPRFMADR16;SAPRFMADR19;SAPRFMADR21;SAPRFMADR17;SAPRFMADR18;SAPRFMADR24;SAPRFMADR25;total;tipo
0;2021-01-04;29.5700680717108;24.249772910239326;24.113157219782675;31.255857022157148;12.335917358994973;5.3613666405263025;11.214766026537859;0.5806919485376171;0.3336633326020463;2.714391977467152;141.7296525085559;historico
1;2021-01-11;37.22545999188141;15.781246841601737;18.25687505622672;31.086365057301492;14.25065735032863;3.513377566031089;40.9068708733635;0.8655954362280961;0.7990784009530757;3.006724747388473;165.6922513213042;historico
2;2021-01-18;44.46807900296242;43.58193870965778;35.293649713670604;42.94288007561696;16.51553780651085;11.166001114000593;47.7280982840378;0.39388419694666904;0.41212745647958726;2.168851692006561;244.67104805188984;historico
3;2021-01-25;45.572787371216904;32.37452225244011;27.686895468760156;37.170061458700914;17.125149632518255;7.399773848261234;43.202246505707656;1.963044033818122;0.4350833681706712;1.7283714628971816;214.65793540249118;historico
4;2021-02-01;28.24153944071108;30.911014347458575;24.01528707084967;37.61040795712554;16.481210691141055;4.377455401450152;41.845344716027164;1.132338186783335;0.5579747779077402;1.5595377241222241;186.73211031357653;historico
5;2021-02-08;33.32702797290294;29.864714272423512;24.535236680242896;40.72833402053003;24.68757884189245;3.720428305668898;15.249132763511362;2.096372652108932;0.49871115311031927;0.4666346028990024;175.17417126529037;historico
6;2021-02-15;41.3009073428709;21.854850708636107;35.77841965963756;34.67393801386599;12.691161999291921;6.030852088916342;13.154858668880847;1.0175716849736154;0.24923802523721914;1.279344042632711;168.03114223494322;historico
7;2021-02-22;17.690007170010848;9.345828135624146;22.797597966897715;2.7527789693610902;0.7852276273158214;1.6482607531261955;29.067926812798547;0.0;0.20050967333480071;3.5127433757868536;87.80088048425603;historico
8;2021-03-01;33.435675410614635;22.48599447278651;33.74428523960262;27.590254309972835;12.595913331602809;5.582347349897936;17.193114294743236;0.9025107334977369;0.5593095329589161;1.3812567376309763;155.4706614133082;historico
9;2021-03-08;42.002511267650576;31.078081505511758;34.19180297827988;29.31432885700243;18.837822394162302;6.8195470000529825;24.38196067811936;2.5259801060213256;0.3536638113742953;2.3829187007065453;191.88861729888148;historico
10;2021-03-15;29.272983031799285;27.818235262706047;21.70779390027266;26.666242765581906;9.408446804015094;5.806505419168268;16.63421557727818;2.3804167511969876;0.4187439081181928;2.629813750060068;142.74339717019666;historico
11;2021-03-22;38.049399037521844;32.027749047526584;31.760665119441104;34.18390527637409;22.141367811251452;7.633517622757999;20.91455992221881;7.609150655698935;0.6317644852533382;32.08019836041575;227.03227733845992;historico
12;2021-03-29;25.439528035162375;22.2780602013027;26.167685912422385;22.38354237663987;12.000364620117152;4.149162322602146;20.780492230409713;2.253142081975192;0.0911406775751943;10.34605548235983;145.88917394056654;historico
13;2021-04-05;39.70163652886227;32.5192766378301;40.798343945949746;36.86502929723744;15.68803928284192;5.245599453929769;24.13218452563709;4.075935496020565;0.35839170603099807;1.121645813263206;200.5060826876031;historico
14;2021-04-12;41.80668325151356;26.056251163147177;26.71592314712428;33.24416043564739;14.993221297019716;5.517081695968484;7.591049458803407;1.671450417080611;0.5105849972382431;0.53345468337841;158.63986054692128;historico
15;2021-04-19;48.39386623069515;32.86626928540938;33.51679865085491;39.46388703691045;22.67838929898163;4.627927397240627;17.794284548337785;0.763048289725308;0.6802962605866174;1.1404717287907964;201.92523872753264;historico
16;2021-04-26;14.879822708098729;38.19147993080091;46.594350516571616;35.142282958667145;15.406521255465266;5.657571822614362;7.322914075185217;1.0253154397225601;0.8062045309402655;1.674191058071004;166.7006542961371;historico
17;2021-05-03;32.16808839598643;22.277799210439415;26.529030172266555;24.099292584739878;9.784042176470301;4.229790024996094;0.3005851267972746;2.67131616036164;0.3494346872397766;0.6195516940765113;123.02893023337387;historico
18;2021-05-10;33.11317551407709;21.539877725363716;43.4719462399147;26.121856294673997;14.469653874111284;4.240026111987387;1.7591048651077767;0.8204559396436211;0.36917827780118645;0.32733713837740686;146.23261198105814;historico
19;2021-05-17;53.29499918717129;26.49736661148465;45.82818679070061;30.426748552700065;9.171076712043352;5.141597618368926;1.222834097871397;2.793480813278166;0.9041604929300516;0.3925455505841412;175.67299642713263;historico
20;2021-05-24;34.015637846152394;25.626044220189655;28.727597730212068;25.88394033825045;15.486601273887217;6.333512243661957;0.0;1.2852540831047852;0.6825067943416648;0.656013025108237;138.69710755490843;historico
21;2021-05-31;49.30964757603963;24.499200559087264;38.905058735170684;40.6955941949267;20.049472183877207;5.753795464372731;1.088766406062302;5.609805298697242;1.0782105226664354;0.0;186.9895509409002;historico
22;2021-06-07;39.891010741348985;21.12760249751692;35.907122304477674;29.623232677118217;10.679076787236582;5.513218931381207;0.6703384590454747;4.700791666244994;0.28786248902253675;0.4520484100749051;148.85230496346747;historico
23;2021-06-14;46.887278529118895;27.197849812895782;51.492004430401906;31.49878221343161;15.888699551241102;4.210622211051597;3.853378959738291;2.647695622888253;0.8232960738459508;0.051666666666666666;184.55127407128006;historico
24;2021-06-21;29.079836040832234;28.495814507479707;46.106990161230534;34.229351941781445;24.354853448493643;4.995775317989699;5.37893254395334;9.119809706650042;0.3513548212405182;1.1132747782495676;183.22599326790075;historico
25;2021-06-28;44.34974343674919;30.77801131828237;47.43785858658529;41.815702674440736;13.743566851648605;4.669086519719207;5.261089723733788;15.33699128884944;0.5129465568547256;0.08641063882674621;203.9914075956901;historico
26;2021-07-05;50.956277073113654;35.23975714932582;56.35996134640449;38.819161754659476;19.67727225305948;7.834096826045051;2.212116914850067;25.10336248899331;0.9889873132436307;0.7453430275913497;237.9363361472863;historico
27;2021-07-12;52.52503703573236;37.14356410960609;59.35837775333394;47.3674593828056;22.39891796461363;7.258835787893252;6.349856129796089;22.13170665363344;1.1134201477436505;0.28293009226796667;255.93010505742603;historico
28;2021-07-19;52.18440460546407;35.623406101598874;52.09222766022043;43.314166830124165;22.224652734836987;6.2182873600618365;10.288628166574847;18.336303855578763;0.9214111764555419;0.32727380064628386;241.53076229156179;historico
29;2021-07-26;50.473272693833366;36.562602317604934;50.77657755272459;32.46077159983912;28.69289346873681;8.026067350683508;7.154262280650658;10.246866237546637;0.599362925368227;0.4733634984257188;225.46603992541358;historico
30;2021-08-02;40.4768527373472;39.59729734133664;54.24031599405293;26.312870493787376;19.369598258209827;5.9883939838602345;18.46462300738326;14.403366777003614;0.6210959904078035;3.915211427042306;223.3896260104312;historico
31;2021-08-09;36.38043857953752;32.96611050534355;32.887136153447;25.875345695573028;17.493996646411738;8.266866962395424;2.145083068945519;0.8707139228783116;0.6219765092963656;2.6530090285352244;160.1606770723637;historico
32;2021-08-16;0.0;0.0;0.0;0.0;0.0;0.0;10.48887969950701;0.0;0.0;0.0;10.48887969950701;historico
33;2021-08-23;28.521413463324908;27.682085716766565;35.207921053468155;19.685600221552324;22.783945698588408;3.8191493686241014;10.524313807013954;0.6602658607772238;0.5129169866037835;0.5550822787627856;149.9526944554822;historico
34;2021-08-30;49.03973488239863;44.00194169306487;41.9962053518346;34.23481385364942;16.992573112374824;4.823627255302375;31.748430644198965;2.4946543434416864;0.8289571878381587;0.0;226.16093832410354;historico
35;2021-09-06;54.1170205550065;35.09553249648987;51.1735545239027;41.81842294633528;22.162174450619926;5.310605887325149;24.661636559436268;4.1925241778922535;0.6687839741211807;0.0;239.2002555711291;historico
36;2021-09-13;60.85877033162082;38.553932587404354;59.536492403367916;42.02633068153032;24.055043869507244;6.3253624255879775;0.2681353836181899;4.701065611721957;0.8417936560392567;0.15445252299279147;237.3213794733908;historico
37;2021-09-20;42.88178826576053;29.09402467831493;52.70928654137058;40.70540271869601;23.52074609616688;7.90137573070263;11.519149697850276;13.216299883123103;0.892592605149137;0.0;222.44066621713407;historico
38;2021-09-27;52.398638658081765;43.41411692009512;57.80273903479764;41.112998938527056;28.672523288367564;4.2052176018810234;11.680114058980802;5.977726635210181;0.5571501207900176;1.1435399980206404;246.9647652547518;historico
39;2021-10-04;53.88878392341568;40.401888631792765;53.604296631413625;43.24755764388929;19.76083681013795;7.670972070942555;16.539000707287304;5.034521044089481;1.2382653174641718;1.0556192675550897;242.44174204798793;historico
40;2021-10-11;34.70931659446906;25.240517822133548;31.664607488362595;25.60402770509969;13.249805655600479;4.647925632948564;6.116304848903362;4.594941254280936;0.214492718844218;1.7848748216274934;147.82681454226991;historico
41;2021-10-18;52.79692941952261;36.50076332683143;55.253799001565824;42.06451320328431;19.847727180788876;7.059570030070756;5.059988186020145;9.916782537806494;2.095516424629282;0.7406617017104661;231.3362510122302;historico
42;2021-10-25;58.64546202153468;50.06614818434647;39.54350937184354;42.20834997289124;32.52659466762222;0.4020199705697036;8.379230738068433;15.712451310486061;1.1351012781827499;0.5453261878526828;249.16419370339776;historico
43;2021-11-01;43.24744644712991;33.7233605418353;42.199981393013616;35.98838281524021;37.21935593131681;1.5017497457836875;7.842959970832053;2.0821282632299365;1.422732129093737;0.15445252299279147;205.38254976046804;historico
44;2021-11-08;22.525853476901595;33.616415369789294;44.10864542114985;31.65944291151265;18.089381797219325;1.7732135281140826;10.540538678603495;3.9708100969448634;0.756340397101228;1.9173777777777778;168.95801945511417;historico
45;2021-11-15;49.70069722258737;47.4098758252884;50.632955057210935;45.445230942459915;37.61304166945939;5.326954368058638;6.701250230908369;1.3227314984347063;0.7058169682576645;0.309776833209048;245.16833061587442;historico
46;2021-11-22;41.69854508154055;47.862790919695755;37.888557680568276;43.33930680848415;32.0157722517824;4.430143047769822;4.022030754272849;5.306589938702636;1.3268090516674649;0.06178100919711658;217.952326543681;historico
47;2021-11-29;41.81687384049053;48.8799710943307;42.00251261729966;44.977364244942194;19.47780994726329;3.7045662557543526;15.43400942963546;14.004689641793787;1.1551872796861518;0.33979555058414124;231.79277990178025;historico
48;2021-12-06;18.766192422843076;18.97528616536423;14.79240844178724;15.09670598138624;6.052797191728594;0.4178351538065832;8.545748173056612;3.165242454580946;0.22382674736245683;5.107460942175086;91.14350367409106;historico
49;2021-12-13;47.862327756089655;43.80104190818886;48.8364618763771;42.119056278747436;22.83277913736177;2.0874314012837054;4.690234853771945;8.75503369536444;1.271525144984197;0.0;222.25589205216912;historico
50;2021-12-20;32.468233734850656;26.190855752101154;45.30312790813764;27.67962211998375;16.472888556714025;4.144523988137108;21.140101937886385;0.0;0.1721360452557821;3.313862433862434;176.88535247692892;historico
51;2021-12-27;36.526699405663784;23.59249342717215;42.69429349207917;27.84732871056529;13.806243284479462;4.914843196649753;52.31026212218645;2.244086677866678;0.7621844692039931;0.0;204.6984347858667;historico
52;2022-01-03;23.950989255177397;15.07024444356295;22.90926875677861;18.66023514930489;8.062242006832605;3.319483428977736;51.17135148718948;5.093776266130821;0.26251554816417766;0.0;148.50010634211867;historico
53;2022-01-10;52.0579399784651;23.32263556846641;43.1453088212834;38.551242036324524;16.92943797506083;5.934902030585768;52.02122257275654;12.515403754080557;0.6505026016138578;0.0;245.12859533863698;historico
54;2022-01-17;25.124842778213573;20.706261128601547;39.92580652732626;17.893529789181265;13.114538318143527;3.732224397076852;29.686092610913;2.8237777476098334;0.34390737561822693;0.0;153.35098067268407;historico
55;2022-01-24;33.14784641372679;19.83914685407513;25.716565860363826;25.105313547873365;8.179361063265471;3.8896057368543056;49.79265241860172;8.024305764666108;0.4721522505710988;0.0;174.16694990999784;historico
56;2022-01-31;47.488781594411755;31.398330156596508;44.34272026688533;37.11348231754223;16.564556491651366;6.541930245366592;55.70811380233381;0.7210043165796052;1.1377056350822772;0.247962962962963;241.26458778941245;historico
57;2022-02-07;48.69375508175875;33.05667651101987;49.00748254080446;33.30225619504682;14.347878872374885;4.820099339973711;40.06138430528901;5.994599796669695;0.37826417568075066;2.3280001423439156;231.99039696096187;historico
58;2022-02-14;49.439466555330995;34.18951805638907;55.55486153668518;30.2993996320719;24.653874536243165;7.718255131878042;50.47189555571853;14.769233308541846;1.1792666428783065;0.11976851851851852;268.39553947425554;historico
59;2022-02-21;37.50746796065482;20.538933047071925;37.34369184123727;25.74748866617372;25.87088988071958;3.284447953214754;40.83717483765897;3.3311310872338424;0.3708972984641728;0.0;194.83212257242906;historico
60;2022-02-28;37.86160864793;27.385149270096314;41.88949182402139;23.62998084814542;10.485330250206133;7.239363359586792;48.36704721544555;1.1184701829152963;0.24634646375957375;0.0;198.22278806210647;historico
61;2022-03-07;41.81164690097004;27.726101882405107;46.229939769856166;30.377375713299077;19.557743697238152;5.511823340997569;15.789439478853264;8.42626912576491;0.7192459341932032;0.0;196.14958584357748;historico
62;2022-03-14;30.265403768275938;31.777299826046754;54.34050728258998;38.70916943995481;10.732005940253432;4.938247157500206;7.8224663801497565;9.465903808814241;0.3911249655264383;0.28328575611184303;188.7254143252234;historico
63;2022-03-21;0.0;34.48932058807423;57.548641311922566;31.319807437407924;18.576440948353877;6.571354740984976;5.177831006239698;5.17793573943601;0.4836206112900659;0.0;159.34495238370937;historico
64;2022-03-28;0.0;28.79634639201263;50.38672640890411;34.848027559020935;20.199241912776372;4.9452194411370725;7.773791765381128;6.24663123283242;0.7713766855094591;0.0;153.96736139757414;historico
65;2022-04-04;0.0;31.87748686970634;51.52483142063209;31.153606485414652;17.333217580078067;7.012541887542163;7.574824587213863;2.0115557892076796;1.0116961921954837;0.0;149.4997608119903;historico
66;2022-04-11;0.0;19.609533117170727;34.81008607720952;16.526081226450692;11.206424018352743;4.4957977912381955;7.641858433118411;0.8404878717554326;0.4192307443686028;0.0;95.54949927966433;historico
67;2022-04-18;0.0;37.00881730284972;50.97646389960583;34.67054418690992;20.1150195288116;4.873941587092282;2.628410502320516;7.97891866141012;0.9520266728243398;0.0;159.2041423418243;historico
68;2022-04-25;0.0;34.88901671622168;47.10202370100208;37.01780199799045;14.473807067563262;8.275024872662232;2.847871271170079;5.38904326729721;0.8105920469391499;0.1833905045985583;150.9885714454447;historico
69;2022-05-02;0.0;35.975996024424035;41.99210318361355;26.521978163959616;17.092299037182975;4.827503139890448;1.2066092262818544;3.9299340936132303;0.7781688914809112;0.9609624064613547;133.28555416690796;historico
70;2022-05-09;0.0;44.71444800980523;55.72347437673792;37.55027143598123;18.327346273568967;4.58534036269812;1.003373329021834;3.1970944884295083;0.6374506319237541;0.0;165.73879890816656;historico
71;2022-05-16;0.0;32.479869072408555;43.325994623425544;33.39914693501889;11.705913944116478;3.126232571207758;3.418726141131921;0.9272970716872808;0.917601717011049;4.078032105440016;133.37881418144752;historico
72;2022-05-23;0.0;35.447148633563;59.06272903797205;45.837602642008974;17.82209103566966;8.28851242817076;0.0;1.7486511418007957;0.5826610880695696;0.3801440329218107;169.1695400401766;historico
73;2022-05-30;31.81192560700552;35.07031892520122;62.01881000462621;46.024877382870216;15.704219599561478;6.6204762853402865;8.111095354450242;7.036208694672779;0.5751931242883126;0.12164609053497942;213.0947710685512;historico
74;2022-06-06;51.415320765142376;27.772226207762785;63.44626480326556;41.56538425927275;17.616475251813043;5.871421903558671;7.842959970832054;7.608323650013662;0.3963901790883405;0.10644032921810699;223.64120731996735;historico
75;2022-06-13;51.433322988589396;27.17678059442743;56.605605855140695;32.425683901586616;16.33426297953347;7.952290617430033;7.842959970832054;7.827690937883736;0.45070289080631104;0.0;208.04930073622972;historico
76;2022-06-20;42.24545879824156;36.296096677911294;49.242435885289126;38.917844659415415;18.209904783298054;7.090372423141961;8.848467659400265;10.317444019491376;0.4889486732692497;0.6118240998586486;212.26879767931695;historico
77;2022-06-27;42.609454647026844;31.1413094533388;42.51139787302321;38.32458027302623;19.02036416505363;6.771321804435414;8.106826635357487;9.817947462831352;0.39092690797502033;0.033916666666666664;198.72804588873467;historico
78;2022-07-04;33.95786623199197;24.144220148284717;28.0236983953449;33.19088425852652;28.44841994661809;5.551113882124945;2.748387682086446;13.75248288952983;0.6262046060129357;0.09267151379567486;170.53594955431603;historico
79;2022-07-11;39.072105320382825;29.35169110179895;35.14699383676386;39.022661437318376;23.87977008822306;3.7436272502196553;3.2021593735359675;15.856130436904586;1.2602963561268625;0.0;190.53543520127414;historico
80;2022-07-18;42.638793642446196;36.10631033138637;38.54279092398555;42.17345378054153;20.611405773571033;3.406421705483682;5.19405587782924;24.218619005166712;1.1986496408751557;0.0;214.09050068128545;historico
81;2022-07-25;30.675361522072166;28.319658324666257;29.997815580231837;27.184702040579158;23.118263727185152;2.7941284870729666;8.111095354450244;3.7785154272897876;0.9274198068057029;0.0;154.9069602703533;historico
82;2022-08-01;33.326505152896864;23.339343645481048;33.53329570640905;31.15178609568016;25.15107209843298;5.884870802693797;2.8154215279909938;6.20796866713278;0.7580816622557616;0.0;162.16834535897343;historico
83;2022-08-08;28.959614748111132;25.359467792415053;23.314967014126616;20.139472156320096;20.06608237854851;6.271488464473341;0.16651743498817967;3.7643734638165762;0.2806268735346511;0.0;128.32261032633414;historico
84;2022-08-15;0.0;0.0;0.0;0.0;0.0;0.0;2.255566987626059;0.0;0.0;0.0;2.255566987626059;historico
85;2022-08-22;29.861504794183833;14.353882511686729;35.802693513767764;23.796194444337566;11.39507294580518;6.115457368553463;5.436308862839988;4.916791990682988;0.7069961275974808;0.0;132.384902559455;historico
86;2022-08-29;44.13719679831768;22.48537974140986;46.12098999849772;27.947860364037382;19.511529424880287;4.221706827252657;10.436950636359615;14.251654773725152;0.6074085946184483;0.0;189.72067715909884;historico
87;2022-09-05;44.9645738553243;24.628950163795594;41.83233889391951;38.41189666796264;16.61159834839214;4.163529577935412;10.552494831100281;11.816263879067861;0.5356576503718021;1.127599451303155;194.6449033191727;historico
88;2022-09-12;56.700917932208455;30.82338227365433;64.65674626909642;37.52157362094946;24.047160544287458;6.556613439898934;2.2200270620007183;3.0936545808641505;1.4930279932346735;0.0;227.11310371619462;historico
89;2022-09-19;54.39592638098223;35.14669797263453;61.70838626535557;32.5582043116853;17.870039117510863;9.427330917151053;9.587030841190224;8.006530067560746;0.82665517244746;0.0;229.52680104651796;historico
90;2022-09-26;57.066107500105346;38.56474615609419;59.82094659191958;32.82813415985781;17.74539937187398;8.680040771698838;10.971916278394012;14.846332032826353;0.6501708291310311;0.0;241.17379369190115;historico
91;2022-10-03;58.083505408460155;41.773628208299414;58.563937662675016;42.63627614776904;22.390439563431794;11.191381701805591;17.641314762391264;20.22877941404599;0.9423920216202564;0.0;273.45165489049856;historico
92;2022-10-10;48.1925916418033;29.867166558782017;50.62405870485951;26.121378841334575;20.004041487008404;4.511745705316209;6.451658550351133;13.525511338010958;0.9707239867213782;0.0609375;200.3298143141875;historico
93;2022-10-17;56.998510224854684;41.27248033602947;60.2068612094196;30.722626689217876;28.614453905961405;5.116277081349347;5.3228990276457;11.702283731543634;0.7131697822381701;0.16875;240.83831198825985;historico
94;2022-10-24;53.64282793961402;36.2079089201946;56.31817588196734;38.35253791997535;14.325584133116203;6.2353856458113;3.0165230657046362;11.018802661334956;0.8157528958980348;0.0;219.93349906361644;historico
95;2022-10-31;28.448305797966977;24.947798877958476;32.788366917429606;24.910144860816807;15.46202895089332;2.43623816167867;1.5417784558045917;5.026109997714269;0.43528656679658084;0.0;135.9960585870593;historico
96;2022-11-07;45.89783229322545;27.852640658239668;39.90705634560041;31.961014312909057;17.69438010989973;6.3326103269872895;7.7900166369706705;16.487740556153796;1.3707543980416506;0.0;195.2940456380277;historico
97;2022-11-14;56.5266520959233;36.61863498128876;53.9698634014911;41.592096903269926;22.727951116015166;8.655252454795543;6.340362868710699;3.4486551445303517;0.7562767697243111;0.0;230.63574573574914;historico
98;2022-11-21;45.475149652504555;36.83942139659083;52.123443282584695;41.39020418791411;28.006143243877915;9.920542945448274;15.455112388571166;7.3653742607360355;1.6875768871537873;1.4174222222222224;239.6803904676036;historico
99;2022-11-28;49.66509560024428;40.977040371987584;32.56721662481804;40.067197846276116;24.372124887776856;10.330032429470052;5.363607567907061;7.7294580580963235;0.8919081811947026;0.0;211.963681567771;historico
100;2022-12-05;11.790560861525798;12.425195264991505;8.408023408174724;8.18860353216607;7.145997250282969;1.6326329212214166;6.346006507683301;0.0;0.6839817612167371;0.0;56.62100150726252;historico
101;2022-12-12;52.271290052957816;39.7697734974407;57.02465961270632;38.55589134928921;29.27880095334188;6.664882304023462;11.550024558974606;28.21598967826436;0.5517115334292222;0.0;263.8830235404276;historico
102;2022-12-19;47.03303931734713;27.41592528304843;50.55782894160968;35.212576005635604;15.329384522470491;4.016837606921254;10.04584424243175;9.93595184733701;0.13676207209750701;0.0;199.68414983889883;historico
103;2022-12-26;33.47505700024155;26.33083719676818;29.261826286734305;31.086845149314737;15.335762624601186;3.746191326069429;6.23858065414818;11.39568269751844;0.4904338983898135;0.0;157.36121683378585;historico
104;2023-01-02;38.49101165129946;19.63750203833008;29.633127689413072;25.865066187237012;9.112713495206986;2.9152377723494274;3.652277422024648;5.537754639537943;0.3970536508230769;0.0;135.2417445462217;historico
105;2023-01-09;34.02974371478614;17.28494523198773;46.830630008015916;38.80909663300262;11.755143546908167;2.863160841785805;2.3948592214277884;6.894935806794106;0.480750361596487;0.0;161.34326536630476;historico
106;2023-01-16;34.384607901106435;26.12955615960385;46.46270508920476;38.96838916581977;23.00009773473414;4.714277420974249;8.0030743271811;6.012441542876883;0.8831380838635264;0.0;188.55828742536468;historico
